datetime,symbol,open,high,low,close,volume
2020-06-19 09:30:00,NYSE:DOW,42.63,43.0,41.47,41.65,7494413.0
2020-06-22 09:30:00,NYSE:DOW,41.46,42.13,40.67,41.74,3316008.0
2020-06-23 09:30:00,NYSE:DOW,42.48,42.48,41.33,41.35,3603853.0
2020-06-24 09:30:00,NYSE:DOW,40.6,40.72,38.32,38.45,7707228.0
2020-06-25 09:30:00,NYSE:DOW,38.0,40.03,37.68,39.98,5986878.0
2020-06-26 09:30:00,NYSE:DOW,39.56,40.0,38.73,39.8,8333819.0
2020-06-29 09:30:00,NYSE:DOW,40.36,41.195,40.19,40.98,7756715.0
2020-06-30 09:30:00,NYSE:DOW,40.59,40.95,39.76,40.76,4835456.0
2020-07-01 09:30:00,NYSE:DOW,40.75,41.3,40.33,40.75,4023867.0
2020-07-02 09:30:00,NYSE:DOW,41.66,42.25,40.91,41.59,4017525.0
2020-07-06 09:30:00,NYSE:DOW,42.63,42.78,41.56,42.45,4678989.0
2020-07-07 09:30:00,NYSE:DOW,41.74,42.07,41.17,41.69,4536154.0
2020-07-08 09:30:00,NYSE:DOW,41.49,41.78,39.635,40.35,4823859.0
2020-07-09 09:30:00,NYSE:DOW,40.39,40.52,39.17,39.44,3671870.0
2020-07-10 09:30:00,NYSE:DOW,39.44,40.82,39.4227,40.76,3007804.0
2020-07-13 09:30:00,NYSE:DOW,41.1,41.84,40.5,41.24,3089031.0
2020-07-14 09:30:00,NYSE:DOW,41.32,42.68,41.24,42.44,4350792.0
2020-07-15 09:30:00,NYSE:DOW,43.65,44.1,42.555,43.33,3788340.0
2020-07-16 09:30:00,NYSE:DOW,43.19,44.265,42.84,43.83,4259886.0
2020-07-17 09:30:00,NYSE:DOW,44.07,44.15,42.96,43.67,4612391.0
2020-07-20 09:30:00,NYSE:DOW,43.34,43.675,42.12,42.3,3580886.0
2020-07-21 09:30:00,NYSE:DOW,42.5,43.43,42.45,43.04,3399981.0
2020-07-22 09:30:00,NYSE:DOW,42.94,44.5,42.885,44.34,5792842.0
2020-07-23 09:30:00,NYSE:DOW,43.0,43.2,41.88,42.82,6574291.0
2020-07-24 09:30:00,NYSE:DOW,42.82,43.48,42.3,42.61,2999946.0
2020-07-27 09:30:00,NYSE:DOW,42.81,44.48,42.43,44.0,4733801.0
2020-07-28 09:30:00,NYSE:DOW,43.74,44.02,42.59,42.62,3395547.0
2020-07-29 09:30:00,NYSE:DOW,42.8,43.6359,42.74,43.52,3187161.0
2020-07-30 09:30:00,NYSE:DOW,42.66,42.83,41.34,41.73,4118685.0
2020-07-31 09:30:00,NYSE:DOW,41.49,41.92,40.59,41.06,7463214.0
2020-08-03 09:30:00,NYSE:DOW,41.22,41.24,40.08,40.09,5084560.0
2020-08-04 09:30:00,NYSE:DOW,40.04,41.865,39.9,41.32,5408755.0
2020-08-05 09:30:00,NYSE:DOW,41.9,42.48,41.75,41.99,3628782.0
2020-08-06 09:30:00,NYSE:DOW,41.69,42.3167,41.0555,42.05,3724985.0
2020-08-07 09:30:00,NYSE:DOW,41.58,42.665,41.4444,42.63,2913536.0
2020-08-10 09:30:00,NYSE:DOW,42.81,44.89,42.81,44.8,4245910.0
2020-08-11 09:30:00,NYSE:DOW,45.54,46.07,44.34,44.5,4373814.0
2020-08-12 09:30:00,NYSE:DOW,45.22,45.38,43.93,44.28,2577510.0
2020-08-13 09:30:00,NYSE:DOW,43.86,44.87,43.71,44.43,2767067.0
2020-08-14 09:30:00,NYSE:DOW,43.95,45.14,43.83,44.87,1998413.0
2020-08-17 09:30:00,NYSE:DOW,45.1,45.44,44.21,44.46,3257407.0
2020-08-18 09:30:00,NYSE:DOW,44.41,45.03,44.31,44.71,2447199.0
2020-08-19 09:30:00,NYSE:DOW,44.69,45.1,44.25,44.64,3453402.0
2020-08-20 09:30:00,NYSE:DOW,44.02,44.14,43.53,43.69,3324045.0
2020-08-21 09:30:00,NYSE:DOW,43.5,43.87,43.25,43.59,2511639.0
2020-08-24 09:30:00,NYSE:DOW,44.3,46.15,44.02,46.12,4608978.0
2020-08-25 09:30:00,NYSE:DOW,46.41,46.66,45.473,45.59,4188033.0
2020-08-26 09:30:00,NYSE:DOW,45.68,46.66,45.28,46.34,3928691.0
2020-08-27 09:30:00,NYSE:DOW,46.68,46.95,45.81,46.16,3702291.0
2020-08-28 09:30:00,NYSE:DOW,45.41,46.21,44.97,46.05,3772941.0
2020-08-31 09:30:00,NYSE:DOW,45.99,46.11,45.09,45.12,3916817.0
2020-09-01 09:30:00,NYSE:DOW,44.79,47.28,44.47,47.27,5428599.0
2020-09-02 09:30:00,NYSE:DOW,47.68,49.28,47.42,49.22,7305907.0
2020-09-03 09:30:00,NYSE:DOW,49.28,49.8,47.92,48.39,6726911.0
2020-09-04 09:30:00,NYSE:DOW,49.29,49.7,48.08,48.6,5326331.0
2020-09-08 09:30:00,NYSE:DOW,47.69,48.415,47.435,47.93,4280766.0
2020-09-09 09:30:00,NYSE:DOW,48.57,49.88,48.5,49.23,4168293.0
2020-09-10 09:30:00,NYSE:DOW,49.3,49.75,48.66,48.7,4211309.0
2020-09-11 09:30:00,NYSE:DOW,49.21,50.42,49.04,49.85,6225695.0
2020-09-14 09:30:00,NYSE:DOW,50.07,50.51,49.695,50.09,5298909.0
2020-09-15 09:30:00,NYSE:DOW,50.61,51.5601,50.39,51.07,4771657.0
2020-09-16 09:30:00,NYSE:DOW,50.19,51.1,49.43,49.7,5864228.0
2020-09-17 09:30:00,NYSE:DOW,49.37,51.25,48.85,50.97,5253719.0
2020-09-18 09:30:00,NYSE:DOW,50.53,51.23,50.25,50.37,6271507.0
2020-09-21 09:30:00,NYSE:DOW,49.04,49.33,47.18,47.91,6468795.0
2020-09-22 09:30:00,NYSE:DOW,47.98,48.155,47.2,47.8,4181859.0
2020-09-23 09:30:00,NYSE:DOW,47.68,48.12,46.47,46.74,4017963.0
2020-09-24 09:30:00,NYSE:DOW,46.67,46.99,45.69,46.41,4648682.0
2020-09-25 09:30:00,NYSE:DOW,45.77,46.4,45.63,46.04,4090217.0
2020-09-28 09:30:00,NYSE:DOW,46.5,48.28,46.5,47.48,3993125.0
2020-09-29 09:30:00,NYSE:DOW,47.23,47.78,46.26,46.57,2716855.0
2020-09-30 09:30:00,NYSE:DOW,47.19,48.12,46.6102,47.05,4663564.0
2020-10-01 09:30:00,NYSE:DOW,47.21,47.5,45.93,46.11,3407842.0
2020-10-02 09:30:00,NYSE:DOW,45.37,47.47,45.13,47.31,4559039.0
2020-10-05 09:30:00,NYSE:DOW,47.9,48.8832,47.7,48.58,3913406.0
2020-10-06 09:30:00,NYSE:DOW,49.12,49.79,47.86,47.88,4474717.0
2020-10-07 09:30:00,NYSE:DOW,48.45,49.06,48.0,48.3,4506471.0
2020-10-08 09:30:00,NYSE:DOW,48.62,49.41,48.4759,49.38,2962044.0
2020-10-09 09:30:00,NYSE:DOW,49.8,50.09,48.7,49.36,4473120.0
2020-10-12 09:30:00,NYSE:DOW,49.4,49.5,48.2622,48.58,3005701.0
2020-10-13 09:30:00,NYSE:DOW,48.48,48.98,47.8,47.88,6832232.0
2020-10-14 09:30:00,NYSE:DOW,47.84,48.9699,47.42,48.83,5323887.0
2020-10-15 09:30:00,NYSE:DOW,47.88,49.075,47.84,49.01,2793820.0
2020-10-16 09:30:00,NYSE:DOW,49.37,49.995,49.13,49.3,2754650.0
2020-10-19 09:30:00,NYSE:DOW,49.33,50.33,48.74,48.84,2903457.0
2020-10-20 09:30:00,NYSE:DOW,49.35,50.15,49.21,49.34,2504534.0
2020-10-21 09:30:00,NYSE:DOW,49.38,49.715,48.55,48.55,4092535.0
2020-10-22 09:30:00,NYSE:DOW,49.81,50.16,47.15,48.82,5247621.0
2020-10-23 09:30:00,NYSE:DOW,49.52,49.9499,48.41,48.53,3123429.0
2020-10-26 09:30:00,NYSE:DOW,47.94,48.14,46.8168,47.15,4026350.0
2020-10-27 09:30:00,NYSE:DOW,46.92,47.19,46.39,46.57,4141156.0
2020-10-28 09:30:00,NYSE:DOW,44.94,45.7,44.33,45.18,6157072.0
2020-10-29 09:30:00,NYSE:DOW,44.63,46.66,44.57,46.25,4300088.0
2020-10-30 09:30:00,NYSE:DOW,45.86,46.1899,44.73,45.49,5166099.0
2020-11-02 09:30:00,NYSE:DOW,46.25,48.06,45.88,47.82,3675799.0
2020-11-03 09:30:00,NYSE:DOW,48.25,49.03,47.66,48.73,3293458.0
2020-11-04 09:30:00,NYSE:DOW,47.95,48.34,46.2522,46.45,4542285.0
2020-11-05 09:30:00,NYSE:DOW,46.9,49.45,46.88,48.97,4253017.0
2020-11-06 09:30:00,NYSE:DOW,49.23,49.82,48.031,48.23,3061541.0
2020-11-09 09:30:00,NYSE:DOW,51.59,54.18,51.54,52.12,9208254.0
2020-11-10 09:30:00,NYSE:DOW,52.33,53.7,52.07,53.46,6148698.0
2020-11-11 09:30:00,NYSE:DOW,53.5,53.605,52.02,52.21,4118487.0
2020-11-12 09:30:00,NYSE:DOW,51.74,52.07,50.54,51.04,3468632.0
2020-11-13 09:30:00,NYSE:DOW,50.27,52.13,50.2,51.97,3483195.0
2020-11-16 09:30:00,NYSE:DOW,53.55,53.94,52.14,53.93,4075611.0
2020-11-17 09:30:00,NYSE:DOW,53.16,54.56,52.83,54.48,4794952.0
2020-11-18 09:30:00,NYSE:DOW,54.65,56.275,54.53,55.3,5903454.0
2020-11-19 09:30:00,NYSE:DOW,54.91,55.49,53.92,55.34,3514002.0
2020-11-20 09:30:00,NYSE:DOW,55.07,55.42,54.28,54.73,2871818.0
2020-11-23 09:30:00,NYSE:DOW,55.28,56.29,55.28,55.94,4563309.0
2020-11-24 09:30:00,NYSE:DOW,57.0,58.18,56.61,57.73,4442775.0
2020-11-25 09:30:00,NYSE:DOW,57.45,57.45,56.165,56.43,4158453.0
2020-11-27 09:30:00,NYSE:DOW,55.91,56.05,55.01,55.4,2847383.0
2020-11-30 09:30:00,NYSE:DOW,54.89,55.0,52.8,53.01,8760639.0
2020-12-01 09:30:00,NYSE:DOW,54.43,54.43,52.9,53.53,4328846.0
2020-12-02 09:30:00,NYSE:DOW,53.32,53.565,52.69,53.2,3722954.0
2020-12-03 09:30:00,NYSE:DOW,52.99,53.889,52.8,53.6,3213895.0
2020-12-04 09:30:00,NYSE:DOW,53.81,55.1,53.8,55.05,3294474.0
2020-12-07 09:30:00,NYSE:DOW,54.93,54.94,53.02,53.21,3602707.0
2020-12-08 09:30:00,NYSE:DOW,52.9,54.67,52.8,54.55,3161546.0
2020-12-09 09:30:00,NYSE:DOW,54.94,55.7499,54.35,54.66,3219097.0
2020-12-10 09:30:00,NYSE:DOW,54.66,55.11,54.04,54.43,3401959.0
2020-12-11 09:30:00,NYSE:DOW,54.29,54.45,53.57,54.0,2674780.0
2020-12-14 09:30:00,NYSE:DOW,54.6,54.76,53.03,53.06,3121894.0
2020-12-15 09:30:00,NYSE:DOW,53.85,54.15,53.15,54.13,2335474.0
2020-12-16 09:30:00,NYSE:DOW,54.03,54.1096,53.24,53.83,1948873.0
2020-12-17 09:30:00,NYSE:DOW,54.2,54.33,53.585,53.83,2222358.0
2020-12-18 09:30:00,NYSE:DOW,55.11,55.75,54.24,55.66,11536680.0
2020-12-21 09:30:00,NYSE:DOW,54.05,55.2,53.73,55.08,4458842.0
2020-12-22 09:30:00,NYSE:DOW,55.01,55.27,54.44,54.67,2272556.0
2020-12-23 09:30:00,NYSE:DOW,55.02,55.77,54.73,54.75,2251621.0
2020-12-24 09:30:00,NYSE:DOW,54.92,54.9681,54.335,54.79,1074880.0
2020-12-28 09:30:00,NYSE:DOW,55.27,55.77,54.18,54.29,3668192.0
2020-12-29 09:30:00,NYSE:DOW,54.5,54.82,53.85,54.33,2221992.0
2020-12-30 09:30:00,NYSE:DOW,54.35,55.66,54.3,55.47,3790040.0
2020-12-31 09:30:00,NYSE:DOW,55.47,56.1,55.11,55.5,2663490.0
2021-01-04 09:30:00,NYSE:DOW,55.82,56.1214,53.65,54.04,4853062.0
2021-01-05 09:30:00,NYSE:DOW,54.14,56.17,54.0,55.8,3112791.0
2021-01-06 09:30:00,NYSE:DOW,56.95,59.21,56.55,58.43,6208448.0
2021-01-07 09:30:00,NYSE:DOW,59.0,59.77,58.105,58.51,4437561.0
2021-01-08 09:30:00,NYSE:DOW,58.37,58.86,57.75,58.21,4063547.0
2021-01-11 09:30:00,NYSE:DOW,57.7,58.95,57.25,58.86,3455867.0
2021-01-12 09:30:00,NYSE:DOW,59.32,61.21,59.0,61.04,6235742.0
2021-01-13 09:30:00,NYSE:DOW,60.75,61.31,59.66,60.03,3236261.0
2021-01-14 09:30:00,NYSE:DOW,60.21,60.5,59.42,59.65,3578778.0
2021-01-15 09:30:00,NYSE:DOW,58.62,58.82,57.13,57.31,6692942.0
2021-01-19 09:30:00,NYSE:DOW,57.76,58.2,56.33,57.55,4919337.0
2021-01-20 09:30:00,NYSE:DOW,57.87,58.63,57.23,58.57,3724400.0
2021-01-21 09:30:00,NYSE:DOW,58.51,58.77,57.31,57.56,3442039.0
2021-01-22 09:30:00,NYSE:DOW,56.99,57.785,56.87,57.5,2621785.0
2021-01-25 09:30:00,NYSE:DOW,56.86,57.42,55.66,57.23,3682556.0
2021-01-26 09:30:00,NYSE:DOW,57.89,58.25,55.7,55.74,3060282.0
2021-01-27 09:30:00,NYSE:DOW,54.64,55.08,52.66,54.39,6283536.0
2021-01-28 09:30:00,NYSE:DOW,54.14,54.85,53.0,54.38,5817027.0
2021-01-29 09:30:00,NYSE:DOW,53.85,54.705,51.76,51.9,8895444.0
2021-02-01 09:30:00,NYSE:DOW,52.39,52.84,51.33,52.75,4128319.0
2021-02-02 09:30:00,NYSE:DOW,53.56,54.87,52.87,54.61,5229473.0
2021-02-03 09:30:00,NYSE:DOW,54.31,55.395,54.039,55.35,3984229.0
2021-02-04 09:30:00,NYSE:DOW,55.47,56.37,54.82,56.34,4312347.0
2021-02-05 09:30:00,NYSE:DOW,56.74,57.83,56.44,57.24,3732511.0
2021-02-08 09:30:00,NYSE:DOW,57.75,58.26,57.21,57.35,2543282.0
2021-02-09 09:30:00,NYSE:DOW,57.5,57.5153,56.37,56.6,4209540.0
2021-02-10 09:30:00,NYSE:DOW,57.0,58.38,56.48,57.67,3452996.0
2021-02-11 09:30:00,NYSE:DOW,57.81,57.94,56.69,57.67,2326578.0
2021-02-12 09:30:00,NYSE:DOW,57.56,58.27,57.445,58.15,1975051.0
2021-02-16 09:30:00,NYSE:DOW,58.9,59.355,58.54,58.75,4072724.0
2021-02-17 09:30:00,NYSE:DOW,58.58,58.91,57.61,58.54,3277821.0
2021-02-18 09:30:00,NYSE:DOW,58.3,58.665,57.1,57.56,3112563.0
2021-02-19 09:30:00,NYSE:DOW,57.75,60.53,57.75,60.39,4037102.0
2021-02-22 09:30:00,NYSE:DOW,60.62,62.56,60.2,62.48,5672558.0
2021-02-23 09:30:00,NYSE:DOW,62.94,62.97,61.51,62.12,4147279.0
2021-02-24 09:30:00,NYSE:DOW,62.0,63.98,61.943,63.69,4668567.0
2021-02-25 09:30:00,NYSE:DOW,62.48,62.837,61.125,61.35,3260272.0
2021-02-26 09:30:00,NYSE:DOW,60.85,61.05,58.8,59.31,6399697.0
2021-03-01 09:30:00,NYSE:DOW,61.15,62.27,60.57,61.54,4084252.0
2021-03-02 09:30:00,NYSE:DOW,62.21,64.04,61.8,62.73,7316038.0
2021-03-03 09:30:00,NYSE:DOW,62.5,63.39,62.01,62.25,5390315.0
2021-03-04 09:30:00,NYSE:DOW,62.06,62.62,60.09,61.2,6050394.0
2021-03-05 09:30:00,NYSE:DOW,62.12,63.04,60.75,62.91,3883764.0
2021-03-08 09:30:00,NYSE:DOW,63.17,64.2701,62.51,63.44,4437617.0
2021-03-09 09:30:00,NYSE:DOW,63.67,63.71,61.91,62.26,5823245.0
2021-03-10 09:30:00,NYSE:DOW,62.62,64.46,62.37,64.09,4238456.0
2021-03-11 09:30:00,NYSE:DOW,64.33,65.27,64.22,64.32,3651810.0
2021-03-12 09:30:00,NYSE:DOW,64.68,65.05,63.88,64.34,2690951.0
2021-03-15 09:30:00,NYSE:DOW,64.07,64.29,62.45,62.9,5361393.0
2021-03-16 09:30:00,NYSE:DOW,62.69,63.83,61.86,63.18,6461643.0
2021-03-17 09:30:00,NYSE:DOW,63.48,66.25,63.18,66.01,5138887.0
2021-03-18 09:30:00,NYSE:DOW,66.06,67.27,64.63,64.72,4206432.0
2021-03-19 09:30:00,NYSE:DOW,64.72,64.8,62.66,63.91,6445771.0
2021-03-22 09:30:00,NYSE:DOW,63.8,63.8,62.4,63.51,4634545.0
2021-03-23 09:30:00,NYSE:DOW,62.67,62.6882,60.4,60.75,5523475.0
2021-03-24 09:30:00,NYSE:DOW,61.6,63.42,61.4027,62.04,4322624.0
2021-03-25 09:30:00,NYSE:DOW,61.47,63.31,61.25,63.24,3921150.0
2021-03-26 09:30:00,NYSE:DOW,63.39,64.14,63.09,63.99,4256347.0
2021-03-29 09:30:00,NYSE:DOW,63.62,65.12,63.5,63.9,3193807.0
2021-03-30 09:30:00,NYSE:DOW,63.72,64.79,63.48,64.61,2605114.0
2021-03-31 09:30:00,NYSE:DOW,64.27,64.96,63.51,63.94,3643785.0
2021-04-01 09:30:00,NYSE:DOW,63.95,64.72,63.48,64.6,3698904.0
2021-04-05 09:30:00,NYSE:DOW,65.0,65.22,64.25,64.59,4077851.0
2021-04-06 09:30:00,NYSE:DOW,64.24,65.39,64.13,64.6,3420312.0
2021-04-07 09:30:00,NYSE:DOW,64.49,64.97,63.66,63.99,2374009.0
2021-04-08 09:30:00,NYSE:DOW,63.86,64.03,62.62,63.19,3639017.0
2021-04-09 09:30:00,NYSE:DOW,63.19,63.56,62.54,63.14,3720978.0
2021-04-12 09:30:00,NYSE:DOW,63.6,64.1499,63.3,63.79,3143842.0
2021-04-13 09:30:00,NYSE:DOW,63.59,63.68,62.45,63.31,4471855.0
2021-04-14 09:30:00,NYSE:DOW,63.59,64.78,63.36,64.24,4234458.0
2021-04-15 09:30:00,NYSE:DOW,64.88,64.92,63.8,64.57,2632733.0
2021-04-16 09:30:00,NYSE:DOW,65.27,65.51,64.26,64.68,3698844.0
2021-04-19 09:30:00,NYSE:DOW,64.8,65.0399,63.94,64.55,2566584.0
2021-04-20 09:30:00,NYSE:DOW,64.0,64.05,62.28,62.48,4532442.0
2021-04-21 09:30:00,NYSE:DOW,62.46,65.02,62.375,64.82,4283535.0
2021-04-22 09:30:00,NYSE:DOW,64.0,64.05,60.72,60.93,12028871.0
2021-04-23 09:30:00,NYSE:DOW,61.1,62.49,60.45,62.11,5683494.0
2021-04-26 09:30:00,NYSE:DOW,62.36,62.82,61.93,62.2,4871606.0
2021-04-27 09:30:00,NYSE:DOW,62.27,62.85,61.7199,62.65,3781310.0
2021-04-28 09:30:00,NYSE:DOW,63.03,64.065,62.7,63.31,5584337.0
2021-04-29 09:30:00,NYSE:DOW,63.82,64.69,63.435,64.06,4366020.0
2021-04-30 09:30:00,NYSE:DOW,63.45,63.71,62.3,62.5,4932315.0
2021-05-03 09:30:00,NYSE:DOW,63.18,65.035,63.12,64.55,6328101.0
2021-05-04 09:30:00,NYSE:DOW,64.25,66.27,63.8,66.22,7367207.0
2021-05-05 09:30:00,NYSE:DOW,66.49,68.235,66.14,68.07,7467116.0
2021-05-06 09:30:00,NYSE:DOW,68.02,69.09,67.17,69.04,4670553.0
2021-05-07 09:30:00,NYSE:DOW,68.35,69.32,67.78,69.04,5174923.0
2021-05-10 09:30:00,NYSE:DOW,69.75,70.6,68.66,68.73,5038957.0
2021-05-11 09:30:00,NYSE:DOW,67.84,68.9,67.2,68.57,5693429.0
2021-05-12 09:30:00,NYSE:DOW,68.75,69.1,67.4,67.6,4886215.0
2021-05-13 09:30:00,NYSE:DOW,67.46,68.6,67.32,68.08,3068440.0
2021-05-14 09:30:00,NYSE:DOW,68.5,70.04,68.37,69.83,4817174.0
2021-05-17 09:30:00,NYSE:DOW,69.58,71.08,69.47,70.91,3607502.0
2021-05-18 09:30:00,NYSE:DOW,71.0,71.38,69.51,69.53,3523761.0
2021-05-19 09:30:00,NYSE:DOW,68.5,68.91,67.27,68.55,4398488.0
2021-05-20 09:30:00,NYSE:DOW,68.46,68.72,67.86,68.26,3126454.0
2021-05-21 09:30:00,NYSE:DOW,68.68,69.6,68.55,68.83,3855720.0
2021-05-24 09:30:00,NYSE:DOW,69.59,70.01,69.095,69.55,3420090.0
2021-05-25 09:30:00,NYSE:DOW,69.46,70.45,68.96,69.04,4419444.0
2021-05-26 09:30:00,NYSE:DOW,68.83,69.64,68.21,69.57,6059237.0
2021-05-27 09:30:00,NYSE:DOW,69.32,69.96,68.24,68.66,6256635.0
2021-05-28 09:30:00,NYSE:DOW,69.08,69.17,67.71,68.42,3815179.0
2021-06-01 09:30:00,NYSE:DOW,69.17,70.53,68.85,70.41,4139082.0
2021-06-02 09:30:00,NYSE:DOW,70.32,70.32,68.86,68.95,4797772.0
2021-06-03 09:30:00,NYSE:DOW,69.35,70.7,68.441,70.61,4322464.0
2021-06-04 09:30:00,NYSE:DOW,71.0,71.1403,69.88,70.37,3041943.0
2021-06-07 09:30:00,NYSE:DOW,70.37,70.47,68.89,69.24,2804113.0
2021-06-08 09:30:00,NYSE:DOW,69.02,69.72,68.31,69.38,3469512.0
2021-06-09 09:30:00,NYSE:DOW,69.25,69.51,68.47,68.84,3379374.0
2021-06-10 09:30:00,NYSE:DOW,69.99,70.17,67.95,67.99,4022011.0
2021-06-11 09:30:00,NYSE:DOW,68.47,69.02,67.84,68.0,2726116.0
2021-06-14 09:30:00,NYSE:DOW,67.83,68.18,66.63,66.96,3712815.0
2021-06-15 09:30:00,NYSE:DOW,66.91,67.425,66.44,67.22,3255199.0
2021-06-16 09:30:00,NYSE:DOW,67.01,67.12,65.2,65.59,5428753.0
2021-06-17 09:30:00,NYSE:DOW,65.77,65.8,62.33,63.54,5696094.0
2021-06-18 09:30:00,NYSE:DOW,62.55,63.05,61.88,61.98,8745303.0
2021-06-21 09:30:00,NYSE:DOW,63.14,63.9485,62.79,63.11,5260165.0
2021-06-22 09:30:00,NYSE:DOW,63.46,63.82,62.68,63.5,4019107.0
2021-06-23 09:30:00,NYSE:DOW,64.0,64.27,63.1,63.15,3254512.0
2021-06-24 09:30:00,NYSE:DOW,63.78,63.83,62.76,63.11,4253923.0
2021-06-25 09:30:00,NYSE:DOW,63.25,63.8698,63.11,63.29,4259730.0
2021-06-28 09:30:00,NYSE:DOW,63.3,63.3,62.17,62.9,2727034.0
2021-06-29 09:30:00,NYSE:DOW,63.28,63.81,62.58,62.98,2653142.0
2021-06-30 09:30:00,NYSE:DOW,62.85,63.62,62.75,63.28,3356526.0
2021-07-01 09:30:00,NYSE:DOW,64.22,64.42,63.42,63.5,3324926.0
2021-07-02 09:30:00,NYSE:DOW,63.33,63.77,62.8,63.51,3173209.0
2021-07-06 09:30:00,NYSE:DOW,63.4,63.45,61.405,61.93,3727013.0
2021-07-07 09:30:00,NYSE:DOW,61.7,62.49,61.0937,62.25,3424426.0
2021-07-08 09:30:00,NYSE:DOW,61.0,62.02,60.65,61.41,4251323.0
2021-07-09 09:30:00,NYSE:DOW,62.23,63.67,62.1,63.08,5063232.0
2021-07-12 09:30:00,NYSE:DOW,62.56,63.6,61.975,63.22,3100367.0
2021-07-13 09:30:00,NYSE:DOW,63.42,63.69,62.32,62.7,3074497.0
2021-07-14 09:30:00,NYSE:DOW,62.94,63.645,62.17,62.32,2571796.0
2021-07-15 09:30:00,NYSE:DOW,61.8,62.72,61.69,61.91,2745836.0
2021-07-16 09:30:00,NYSE:DOW,61.3,61.72,59.8,60.01,6961324.0
2021-07-19 09:30:00,NYSE:DOW,58.14,58.48,57.055,57.79,7815369.0
2021-07-20 09:30:00,NYSE:DOW,58.14,59.19,57.6281,58.62,6771667.0
2021-07-21 09:30:00,NYSE:DOW,59.52,60.05,59.055,59.73,7428270.0
2021-07-22 09:30:00,NYSE:DOW,58.56,60.89,58.0,60.48,7111276.0
2021-07-23 09:30:00,NYSE:DOW,60.84,61.28,59.8,60.11,4690527.0
2021-07-26 09:30:00,NYSE:DOW,60.2,62.04,60.2,62.01,6534277.0
2021-07-27 09:30:00,NYSE:DOW,61.51,62.42,60.86,61.95,3568528.0
2021-07-28 09:30:00,NYSE:DOW,61.83,62.3,61.06,61.87,4113699.0
2021-07-29 09:30:00,NYSE:DOW,62.44,62.93,62.01,62.6,3708591.0
2021-07-30 09:30:00,NYSE:DOW,62.49,63.225,61.665,62.16,4646993.0
2021-08-02 09:30:00,NYSE:DOW,62.3,63.59,61.19,61.22,3714490.0
2021-08-03 09:30:00,NYSE:DOW,61.15,62.27,60.155,62.23,4819652.0
2021-08-04 09:30:00,NYSE:DOW,61.74,62.2,60.98,60.99,3340099.0
2021-08-05 09:30:00,NYSE:DOW,61.29,61.8,60.9,61.0,3037315.0
2021-08-06 09:30:00,NYSE:DOW,61.61,62.37,61.55,62.0,3142752.0
2021-08-09 09:30:00,NYSE:DOW,61.72,62.225,61.36,61.82,3178247.0
2021-08-10 09:30:00,NYSE:DOW,62.02,63.57,61.94,63.12,3559953.0
2021-08-11 09:30:00,NYSE:DOW,63.42,64.3,63.22,64.24,3583605.0
2021-08-12 09:30:00,NYSE:DOW,64.36,64.62,63.3032,64.01,3581677.0
2021-08-13 09:30:00,NYSE:DOW,63.97,64.1,63.35,63.69,2385569.0
2021-08-16 09:30:00,NYSE:DOW,63.2,63.595,62.14,63.32,3163519.0
2021-08-17 09:30:00,NYSE:DOW,62.69,62.875,61.14,62.31,3974459.0
2021-08-18 09:30:00,NYSE:DOW,61.91,62.83,61.71,61.88,4573993.0
2021-08-19 09:30:00,NYSE:DOW,61.04,61.39,60.15,60.55,3981572.0
2021-08-20 09:30:00,NYSE:DOW,60.41,61.11,60.32,60.89,3203679.0
2021-08-23 09:30:00,NYSE:DOW,61.5,62.42,61.46,62.06,3440001.0
2021-08-24 09:30:00,NYSE:DOW,62.46,63.53,62.46,63.26,2896124.0
2021-08-25 09:30:00,NYSE:DOW,63.3,64.18,62.82,63.87,3246877.0
2021-08-26 09:30:00,NYSE:DOW,63.84,64.56,63.47,63.65,3618463.0
2021-08-27 09:30:00,NYSE:DOW,64.19,65.855,64.12,65.38,5348664.0
2021-08-30 09:30:00,NYSE:DOW,65.0,65.3275,63.95,63.98,3925138.0
2021-08-31 09:30:00,NYSE:DOW,63.7,63.88,62.69,62.9,5449999.0
2021-09-01 09:30:00,NYSE:DOW,62.83,63.0,61.81,62.54,3949213.0
2021-09-02 09:30:00,NYSE:DOW,62.76,63.36,62.42,62.62,3414738.0
2021-09-03 09:30:00,NYSE:DOW,62.45,62.825,61.67,62.12,3690597.0
2021-09-07 09:30:00,NYSE:DOW,61.98,62.3,61.64,61.87,2514731.0
2021-09-08 09:30:00,NYSE:DOW,61.83,62.11,60.51,60.69,4628973.0
2021-09-09 09:30:00,NYSE:DOW,60.25,61.19,60.07,60.28,4439095.0
2021-09-10 09:30:00,NYSE:DOW,60.85,61.44,60.34,60.41,4093257.0
2021-09-13 09:30:00,NYSE:DOW,61.27,61.59,60.215,60.72,4549217.0
2021-09-14 09:30:00,NYSE:DOW,61.24,61.3,59.5224,59.65,4493572.0
2021-09-15 09:30:00,NYSE:DOW,59.75,60.67,59.67,60.2,5167759.0
2021-09-16 09:30:00,NYSE:DOW,60.14,60.32,59.07,59.47,4650841.0
2021-09-17 09:30:00,NYSE:DOW,58.8,59.17,57.47,57.75,9625499.0
2021-09-20 09:30:00,NYSE:DOW,56.26,57.1304,55.31,56.18,7683867.0
